"Year","Country","Region","Indicator","Geo","EnterpriseSize","Activity","Unit","Value","Flags","Note"
"2023A00","Spain","Principado de Asturias","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","ES12","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",28.46,NA,NA
"2023A00","Poland","Not applicable","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",28.4698,NA,NA
"2023A00","Spain","Not applicable","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",28.4882,NA,NA
"2023A00","Italy","Not applicable","Use two or more social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",28.508,NA,NA
"2023A00","France","Not applicable","Use two or more social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",28.567,"b","break in series due to change of sutatistical unit from legal unit to enterprise in 2022"
"2023A00","Hungary","DÃ©l-AlfÃ¶ld","Enterprises who have ERP software package to share information between different functional areas","HU33","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",28.6383,NA,NA
"2023A00","Spain","Comunidad Foral de Navarra","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","ES22","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",28.772,NA,NA
"2023A00","Croatia","Sjeverna Hrvatska","Enterprises who have ERP software package to share information between different functional areas","HR06","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",28.8838,NA,NA
"2023A00","Czechia","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",29.0329,NA,NA
"2023A00","Latvia","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",29.0364,NA,NA
"2023A00","Spain","AragÃ³n","Buy cloud computing services used over the internet","ES24","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",29.0798,NA,NA
"2023A00","Czechia","Not applicable","Use two or more social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",29.0897,NA,NA
"2023A00","Austria","OberÃ¶sterreich","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","AT31","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",29.1872,NA,NA
"2023A00","Cyprus","Not applicable","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",29.4803,NA,NA
"2023A00","Spain","Noreste (ES)","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","ES2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",29.6152,NA,NA
"2023A00","Austria","Not applicable","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",29.6555,NA,NA
"2023A00","Austria","WestÃ¶sterreich","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","AT3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",29.7322,NA,NA
"2023A00","Slovakia","StrednÃ© Slovensko","Buy cloud computing services used over the internet","SK03","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",29.7427,NA,NA
"2023A00","Romania","Macroregiunea trei","Buy cloud computing services used over the internet","RO3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",29.9102,NA,NA
"2023A00","Spain","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",30.0414,NA,NA
"2023A00","Croatia","Not applicable","Enterprises with e-commerce sales of at least 1% turnover","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",30.0419,NA,NA
"2023A00","Slovakia","BratislavskÃ½ kraj","Enterprises who have ERP software package to share information between different functional areas","SK01","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",30.134,NA,NA
"2023A00","Sweden","Not applicable","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",30.1497,NA,NA
"2023A00","Slovakia","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",30.1634,NA,NA
"2023A00","Spain","Not applicable","Enterprises with e-commerce sales of at least 1% turnover","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",30.1693,NA,NA
"2023A00","Slovakia","Not applicable","Data analytics for the enterprise is performed by the enterprise's own employees or by an external provider","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",30.1712,NA,NA
"2023A00","Hungary","AlfÃ¶ld Ã©s Ã‰szak","Enterprises who have ERP software package to share information between different functional areas","HU3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",30.1881,NA,NA
"2023A00","Ireland","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",30.2407,NA,NA
"2023A00","Luxembourg","Not applicable","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",30.4385,NA,NA
"2023A00","Ireland","Not applicable","Enterprises with e-commerce sales of at least 1% turnover","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",30.4718,NA,NA
"2023A00","Belgium","Not applicable","Enterprises with e-commerce sales of at least 1% turnover","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",30.4768,NA,NA
"2023A00","Spain","PaÃ­s Vasco","Buy cloud computing services used over the internet","ES21","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",30.6058,NA,NA
